date,code,name,env,current_verdict,baseline_verdict,current_score,baseline_score,ret3,ret5,ret3_bucket,trend_structure,price_position,volume_behavior,previous_abnormal_move,macd_phase,signal,signal_type,daily_macd_phase_type,daily_macd_wave_index,daily_macd_wave_stage,daily_macd_rising_or_falling,daily_macd_bottom_divergence,daily_macd_top_divergence,weekly_macd_phase_type,weekly_macd_wave_index,weekly_macd_wave_stage,weekly_macd_bottom_divergence,weekly_macd_top_divergence,weekly_daily_combo_type,price_vs_90d_high,price_vs_90d_low,price_vs_90d_mid,midline_state,midline_breakout_volume_ratio,breakout_above_90d_mid_with_volume,pullback_confirm_vs_90d_mid,close_vs_ma25,close_vs_ma60,ma25_vs_ma60,ma25_slope_5d,ma60_slope_5d,support_stack_type,range_compression_20d,range_compression_40d,days_since_last_high,days_since_last_low,volume_ratio_5d,volume_ratio_10d,turnover_rate,turnover_rate_ratio_5d,daily_pct_chg,daily_macd_hist,daily_macd_hist_prev,daily_macd_hist_state,price_up_1d,turnover_up_1d,price_turnover_state,k_value,d_value,j_value,j_vs_k,j_vs_d,j_overheat,j_repair_from_low,bbi_bfq,close_vs_bbi,bbi_bias_state,bias1_bfq,bias2_bfq,bias3_bfq,bias_bucket,obv_bfq,obv_ratio_5d,obv_state
2026-03-02,002615.SZ,,strong,WATCH,WATCH,4.09,4.09,-1.92,-7.04,D,4.0,5.0,4.0,5.0,3.22,B2,trend_start,rising,1,背离,rising,False,True,rising,0,强势,False,False,rising:0|rising:1,-4.29,25.91,8.75,above_hold,1.31,False,False,7.5,14.6,6.6,3.39,1.14,bull_stack,0.24,0.18,5,45,1.31,1.0,7.29,1.31,4.92,0.01,0.0,red_expanding,True,True,price_turnover_rise,51.74,56.01,43.19,-8.55,-12.82,False,False,9.07,3.38,above_extended,1.96,3.13,7.15,neutral,2005.62,1.0,flat
2026-03-02,002826.SZ,,strong,PASS,PASS,4.44,4.44,1.05,5.75,C,4.0,5.0,4.0,5.0,3.68,B3,rebound,falling,4,金叉临近,falling,False,False,rising,4,背离,False,False,rising:4|falling:4,-4.58,20.72,6.59,above_hold,1.1,False,False,4.67,10.59,5.65,2.32,0.85,bull_stack,0.23,0.2,10,45,1.1,1.09,5.68,1.1,-2.05,-0.0,-0.0,green_or_zero,False,False,mixed,53.89,50.53,60.62,6.73,10.09,False,False,20.68,1.7,above,1.75,0.99,4.47,neutral,572.48,1.0,flat
2026-03-02,002921.SZ,,strong,WATCH,WATCH,4.05,4.05,5.78,3.55,B,4.0,5.0,4.0,5.0,2.82,B2,trend_start,falling,2,修复,falling,False,False,rising,3,背离,False,True,rising:3|falling:2,-6.13,83.21,24.13,above_hold,1.76,False,False,6.77,30.9,22.6,5.01,4.2,bull_stack,0.43,0.12,9,45,1.76,1.41,7.73,1.76,3.98,-0.17,-0.22,green_or_zero,True,True,price_turnover_rise,45.65,40.92,55.1,9.45,14.18,False,False,24.27,3.44,above_extended,3.36,3.11,6.27,positive,395.23,1.02,flat
2026-03-02,300053.SZ,,strong,WATCH,WATCH,3.52,3.52,-10.58,-12.2,F,3.0,4.0,3.0,5.0,2.54,B2,rebound,falling,6,修复,falling,False,False,rising,3,背离,False,True,rising:3|falling:6,-18.87,69.74,9.79,above_hold,1.45,False,False,-2.49,6.86,9.6,-1.33,2.66,close_above_ma60,0.16,0.09,17,84,1.45,1.43,9.17,1.45,3.86,-0.26,-0.35,green_or_zero,True,True,price_turnover_rise,29.5,18.72,51.06,21.56,32.34,False,False,20.77,1.03,above,3.27,1.61,-2.45,positive,6065.67,1.01,flat
2026-03-02,300065.SZ,,strong,WATCH,WATCH,4.1,4.1,-5.72,-0.03,E,4.0,5.0,4.0,5.0,2.86,B3,rebound,falling,4,修复,falling,False,False,rising,5,强势转分歧,False,False,rising:5|falling:4,-10.83,71.45,17.32,above_hold,1.05,False,False,10.08,30.75,18.77,3.34,4.06,bull_stack,0.19,0.1,7,45,1.05,0.95,25.04,1.05,-1.44,-0.12,-0.12,green_or_zero,False,False,mixed,41.83,43.53,38.43,-3.4,-5.1,False,False,27.8,3.05,above_extended,1.48,2.56,9.45,neutral,7082.0,0.99,flat
2026-03-02,300448.SZ,,strong,WATCH,WATCH,4.25,4.25,-3.93,2.23,D,4.0,5.0,5.0,5.0,2.86,B3,trend_start,rising,11,强势,rising,False,False,rising,1,强势,False,False,rising:1|rising:11,-1.49,64.37,23.19,above_hold,1.53,False,False,16.59,28.6,10.3,2.0,2.41,bull_stack,0.3,0.21,0,82,1.53,1.97,17.03,1.53,2.0,0.08,0.01,red_expanding,True,False,price_up_turnover_not,66.43,57.84,83.62,17.19,25.78,False,False,10.07,11.28,above_extended,11.45,12.37,16.28,high_positive,3758.52,1.04,flat
2026-03-02,300548.SZ,,strong,WATCH,WATCH,3.63,3.63,-5.43,-9.6,E,4.0,4.0,1.0,5.0,2.44,B2,trend_start,falling,4,背离,falling,False,False,rising,2,背离,False,False,rising:2|falling:4,-11.78,73.11,16.87,above_hold,1.23,False,False,2.71,9.98,7.08,3.56,2.64,bull_stack,0.31,0.25,6,75,1.23,1.14,10.95,1.23,5.84,-1.57,-1.56,green_or_zero,True,True,price_turnover_rise,29.3,37.02,13.86,-15.44,-23.16,False,False,157.04,-0.14,below_near,-0.14,-2.25,2.31,neutral,2577.95,1.0,flat
2026-03-02,300711.SZ,,strong,WATCH,WATCH,3.87,3.87,-5.7,-5.25,E,4.0,3.0,5.0,5.0,2.86,B2,trend_start,falling,2,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:2,-17.64,45.43,5.16,pullback_confirm,1.89,False,True,4.27,14.06,9.39,-1.65,2.19,bull_stack,0.37,0.08,28,87,1.89,1.65,5.82,1.89,3.8,-0.11,-0.19,green_or_zero,True,True,price_turnover_rise,42.83,38.8,50.88,8.05,12.08,False,False,28.07,3.11,above_extended,3.39,2.87,4.18,positive,1583.49,1.01,flat
2026-03-02,300766.SZ,,strong,WATCH,WATCH,4.11,4.11,-6.02,-2.09,E,4.0,5.0,3.0,5.0,2.9,B3,trend_start,falling,2,修复,falling,False,False,rising,0,背离,False,False,rising:0|falling:2,-11.87,50.0,11.03,above_hold,0.9,False,False,0.85,15.35,14.38,-1.05,1.84,bull_stack,0.22,0.09,27,45,0.9,0.74,12.93,0.9,0.32,-0.51,-0.58,green_or_zero,True,False,price_up_turnover_not,39.52,43.27,32.01,-7.51,-11.26,False,False,44.24,0.7,above,1.14,-0.73,0.65,neutral,4329.51,1.02,flat
2026-03-02,301093.SZ,,strong,WATCH,WATCH,3.96,3.96,-4.81,3.95,D,4.0,5.0,3.0,5.0,2.54,B2,trend_start,falling,8,修复,falling,False,False,rising,5,背离,False,True,rising:5|falling:8,-7.81,144.13,33.84,above_hold,1.27,False,False,4.25,31.51,26.14,3.98,4.32,bull_stack,0.34,0.08,9,88,1.27,1.08,3.37,1.27,5.07,-1.27,-1.59,green_or_zero,True,True,price_turnover_rise,26.81,27.88,24.66,-2.15,-3.22,False,False,80.09,3.33,above_extended,4.91,1.91,3.67,positive,344.83,1.03,flat
2026-03-02,301177.SZ,,strong,FAIL,FAIL,3.18,3.18,-9.26,-8.93,E,4.0,1.0,3.0,5.0,2.8,B2,rebound,falling,2,修复,falling,False,False,rising,4,背离,False,False,rising:4|falling:2,-22.83,20.28,-5.98,below_midline,2.32,False,False,2.03,9.07,6.91,1.28,0.62,bull_stack,0.24,0.18,16,45,2.32,2.73,1.82,2.32,4.97,-0.18,-0.29,green_or_zero,True,True,price_turnover_rise,34.42,22.59,58.07,23.66,35.49,False,False,32.92,2.71,above,3.69,3.12,1.73,positive,4.5,-3.9,falling
2026-03-02,600028.SH,,strong,WATCH,WATCH,4.15,4.15,-1.13,-1.55,D,4.0,5.0,5.0,5.0,3.11,B2,trend_start,rising,6,分歧,rising,False,False,rising,1,背离,False,True,rising:1|rising:6,0.0,32.4,13.94,above_hold,3.01,False,False,11.05,15.93,4.4,2.21,1.03,bull_stack,0.56,0.37,0,87,3.01,4.01,1.15,3.01,10.06,0.02,-0.01,red_expanding,True,True,price_turnover_rise,66.2,61.12,76.35,10.15,15.22,False,False,6.58,8.1,above_extended,7.92,8.65,10.71,positive,63039.13,1.01,flat
2026-03-02,600258.SH,,strong,WATCH,WATCH,3.83,3.83,-4.23,-5.35,D,3.0,5.0,3.0,5.0,1.98,B3,rebound,idle,0,等待启动,neutral,False,False,rising,3,分歧,False,False,rising:3|idle:0,-6.59,20.54,5.26,above_hold,0.89,False,False,-0.95,2.1,3.08,-0.62,0.62,close_above_ma60,0.26,0.23,26,80,0.89,0.9,1.57,0.89,-2.52,-0.04,-0.06,green_or_zero,False,False,mixed,47.48,35.04,72.36,24.88,37.31,False,False,16.93,0.52,above,1.86,0.38,-0.87,neutral,2419.19,1.01,flat
2026-03-02,600316.SH,,strong,WATCH,WATCH,3.86,3.86,-4.74,-4.13,D,4.0,4.0,3.0,5.0,2.9,B2,trend_start,falling,2,修复,falling,False,False,rising,0,背离,False,False,rising:0|falling:2,-9.17,46.75,12.21,above_hold,1.94,False,False,2.28,16.0,13.42,1.2,1.89,bull_stack,0.28,0.13,11,45,1.94,2.25,3.56,1.94,4.67,-0.44,-0.55,green_or_zero,True,True,price_turnover_rise,35.92,29.4,48.96,13.04,19.56,False,True,42.51,1.84,above,2.52,0.32,2.3,neutral,9145.21,1.0,flat
2026-03-02,600754.SH,,strong,WATCH,WATCH,4.16,4.16,-4.98,-6.41,D,4.0,5.0,4.0,5.0,2.62,B3,trend_start,falling,6,修复,falling,False,False,rising,0,强势转分歧,False,False,rising:0|falling:6,-2.43,29.31,11.22,above_hold,0.74,False,False,2.98,7.54,4.43,0.89,0.64,bull_stack,0.31,0.18,11,79,0.74,0.86,1.22,0.74,-0.64,-0.0,-0.04,green_or_zero,False,False,mixed,59.36,50.01,78.07,18.7,28.05,False,False,27.47,2.3,above,2.63,1.93,3.02,neutral,2518.89,1.0,flat
2026-03-02,603011.SH,,strong,WATCH,WATCH,3.87,3.87,-3.01,-9.16,D,3.0,4.0,5.0,5.0,3.39,B2,rebound,rising,2,分歧,rising,False,False,falling,4,背离,False,False,falling:4|rising:2,-14.3,47.14,8.31,reclaim_volume,2.18,True,True,10.07,14.81,4.31,-3.25,1.93,bull_stack,0.48,0.24,26,62,2.18,2.51,14.82,2.18,10.0,0.09,-0.09,red_expanding,True,True,price_turnover_rise,53.81,45.69,70.03,16.23,24.34,False,False,25.99,8.79,above_extended,8.95,8.07,10.28,high_positive,4025.91,1.02,flat
2026-03-02,603110.SH,,strong,WATCH,WATCH,3.68,3.68,-2.88,-2.31,D,4.0,2.0,5.0,5.0,3.46,B2,rebound,rising,0,背离,rising,False,False,idle,0,等待启动,False,False,idle:0|rising:0,-10.69,16.12,0.97,reclaim_volume,2.5,True,False,4.45,6.76,2.21,0.24,0.47,bull_stack,0.88,0.59,81,53,2.5,3.33,15.19,2.5,5.98,0.01,-0.06,red_expanding,True,True,price_turnover_rise,39.75,35.18,48.88,9.13,13.7,False,True,17.02,4.09,above_extended,4.37,3.85,4.29,positive,881.46,1.02,flat
2026-03-02,603698.SH,,strong,WATCH,WATCH,3.63,3.63,-1.24,-4.29,D,4.0,3.0,3.0,5.0,3.06,B2,trend_start,falling,2,修复,falling,True,False,rising,3,背离,False,True,rising:3|falling:2,-24.86,103.87,9.81,above_hold,1.29,False,False,0.88,9.67,8.72,-3.86,4.28,bull_stack,0.29,0.16,29,63,1.29,0.97,6.93,1.29,4.24,-0.36,-0.51,green_or_zero,True,True,price_turnover_rise,28.44,29.15,27.02,-1.42,-2.13,False,False,35.64,2.03,above,4.9,-0.67,1.13,positive,2167.16,1.03,flat
2026-03-02,605599.SH,,strong,WATCH,WATCH,3.99,3.99,-10.15,-7.38,F,4.0,5.0,3.0,5.0,2.86,B2,trend_start,falling,2,修复,falling,False,False,rising,3,背离,False,True,rising:3|falling:2,-6.84,90.27,25.08,above_hold,1.55,False,False,14.41,38.83,21.35,7.1,4.71,bull_stack,0.14,0.08,10,77,1.55,1.14,1.88,1.55,6.49,-0.19,-0.26,green_or_zero,True,True,price_turnover_rise,48.72,44.14,57.88,9.16,13.73,False,False,25.03,5.5,above_extended,4.93,3.06,13.35,positive,480.58,1.02,flat
2026-03-02,688155.SH,,strong,WATCH,WATCH,4.06,4.06,-8.77,-11.48,E,4.0,5.0,4.0,5.0,2.86,B2,trend_start,falling,2,修复,falling,False,False,rising,3,背离,False,True,rising:3|falling:2,-6.5,71.18,20.94,above_hold,1.64,False,False,4.47,26.74,21.32,2.76,3.65,bull_stack,0.45,0.12,12,46,1.64,1.68,3.79,1.64,5.33,-1.03,-1.34,green_or_zero,True,True,price_turnover_rise,48.64,37.24,71.44,22.8,34.2,False,False,91.96,3.14,above_extended,3.71,2.78,4.24,positive,231.55,1.02,flat
2026-03-02,688195.SH,,strong,WATCH,WATCH,3.96,3.96,-4.34,-3.6,D,4.0,5.0,3.0,5.0,2.58,B2,trend_start,falling,12,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:12,-15.38,131.4,23.93,above_hold,1.27,False,False,2.06,13.35,11.06,2.77,1.76,bull_stack,0.3,0.18,9,87,1.27,1.17,6.38,1.27,5.81,-3.37,-3.81,green_or_zero,True,True,price_turnover_rise,24.18,26.82,18.91,-5.27,-7.91,False,False,215.95,0.44,above,2.13,-2.11,1.43,neutral,746.17,1.01,flat
2026-03-02,688205.SH,,strong,WATCH,WATCH,4.04,4.04,-3.13,-14.28,D,4.0,5.0,3.0,5.0,3.4,B2,trend_start,falling,4,修复,falling,True,False,rising,2,背离,False,False,rising:2|falling:4,-6.92,111.15,29.21,above_hold,1.68,False,False,14.52,21.33,5.94,3.33,2.72,bull_stack,0.38,0.36,12,72,1.68,1.85,12.03,1.68,13.28,-0.2,-1.29,green_or_zero,True,True,price_turnover_rise,48.26,37.84,69.1,20.84,31.26,False,False,170.44,8.79,above_extended,8.86,8.67,13.94,high_positive,403.71,1.03,flat
2026-03-02,688225.SH,,strong,FAIL,FAIL,2.95,2.95,-7.86,-3.88,E,3.0,1.0,4.0,5.0,1.99,B3,rebound,idle,0,等待启动,neutral,False,False,idle,0,等待启动,False,False,idle:0|idle:0,-20.25,21.46,-3.72,below_midline,0.94,False,False,0.3,4.55,4.24,-3.52,0.8,bull_stack,0.27,0.1,26,45,0.94,0.93,1.4,0.94,-0.47,0.0,-0.03,red_expanding,False,False,mixed,36.47,38.54,32.34,-4.13,-6.2,False,False,20.79,1.55,above,1.24,2.0,0.66,neutral,83.35,0.97,flat
2026-03-02,688277.SH,,strong,WATCH,WATCH,4.1,4.1,-12.07,-13.85,F,4.0,5.0,4.0,5.0,2.82,B3,rebound,falling,2,修复,falling,False,False,rising,3,强势转分歧,False,False,rising:3|falling:2,-5.3,94.55,27.39,above_hold,1.11,False,False,12.05,39.18,24.21,3.28,4.53,bull_stack,0.18,0.05,1,45,1.11,1.22,3.89,1.11,-1.57,-0.02,-0.09,green_or_zero,False,False,mixed,59.3,53.74,70.42,11.12,16.67,False,False,25.87,6.33,above_extended,5.64,6.64,11.63,positive,401.88,1.0,flat
2026-03-02,688301.SH,,strong,PASS,PASS,4.32,4.32,-4.01,-7.8,D,5.0,5.0,5.0,5.0,3.5,B2,trend_start,rising,4,背离,rising,False,False,rising,0,背离,False,False,rising:0|rising:4,-1.1,36.43,14.67,above_hold,1.92,False,False,8.86,17.83,8.24,1.68,1.6,bull_stack,0.55,0.33,0,45,1.92,2.07,2.79,1.92,7.51,0.06,-0.5,red_expanding,True,True,price_turnover_rise,54.12,48.16,66.02,11.91,17.86,False,False,122.43,6.53,above_extended,6.56,6.3,8.85,positive,98.44,1.07,rising
2026-03-02,688312.SH,,strong,WATCH,WATCH,4.15,4.15,-3.52,-9.56,D,4.0,5.0,5.0,5.0,3.14,B2,trend_start,rising,3,背离,rising,False,True,rising,3,强势,False,False,rising:3|rising:3,-2.18,111.6,33.79,above_hold,1.5,False,False,27.32,48.95,16.99,7.6,4.99,bull_stack,0.25,0.22,0,87,1.5,1.3,9.31,1.5,12.06,0.38,0.11,red_expanding,True,True,price_turnover_rise,59.39,56.66,64.84,5.45,8.18,False,False,49.82,12.81,above_extended,10.76,11.84,26.51,high_positive,160.5,1.05,flat
2026-03-02,688776.SH,,strong,WATCH,WATCH,3.57,3.57,-3.02,0.1,D,4.0,3.0,4.0,3.0,2.86,B3,trend_start,falling,4,修复,falling,False,False,rising,3,背离,False,True,rising:3|falling:4,-24.41,40.33,-1.74,below_midline,1.24,False,False,2.58,8.37,5.64,-3.71,1.81,bull_stack,0.25,0.07,27,84,1.24,1.48,3.19,1.24,-0.48,-0.11,-0.44,green_or_zero,False,False,mixed,51.7,40.2,74.7,23.0,34.49,False,False,109.87,3.2,above_extended,4.34,2.66,2.9,positive,70.19,0.99,flat
2026-03-02,920014.BJ,,strong,WATCH,WATCH,3.45,3.45,28.03,32.26,A,4.0,2.0,3.0,5.0,2.61,B2,rebound,falling,2,修复,falling,False,False,idle,0,等待启动,False,False,idle:0|falling:2,-14.59,18.61,-0.69,below_midline,2.34,False,False,2.84,8.61,5.61,1.4,0.65,bull_stack,0.29,0.17,21,35,2.34,2.67,15.58,2.34,7.11,-0.02,-0.08,green_or_zero,True,True,price_turnover_rise,48.08,31.24,81.75,33.67,50.51,False,False,13.11,4.47,above_extended,5.02,5.3,2.5,positive,137.12,1.04,flat
2026-03-02,920116.BJ,,strong,FAIL,FAIL,2.89,2.89,-4.88,-8.23,D,3.0,2.0,3.0,3.0,2.82,B2,rebound,falling,4,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:4,-29.69,69.08,-0.68,below_midline,1.85,False,False,-0.44,11.25,11.74,-4.2,3.17,close_above_ma60,0.42,0.11,27,88,1.85,2.08,4.22,1.85,6.07,-1.14,-1.74,green_or_zero,True,True,price_turnover_rise,34.72,24.02,56.1,21.39,32.08,False,False,107.09,3.0,above_extended,5.31,3.07,-0.32,positive,224.79,1.02,flat
2026-03-02,920169.BJ,,strong,WATCH,WATCH,3.56,3.56,-8.17,-14.41,E,4.0,2.0,4.0,5.0,2.94,B2,rebound,falling,2,修复,falling,False,False,rising,2,背离,False,False,rising:2|falling:2,-26.09,37.82,-3.78,below_midline,2.17,False,False,2.05,11.69,9.44,-1.87,1.79,bull_stack,0.32,0.08,26,53,2.17,2.11,15.46,2.17,6.51,-0.25,-0.41,green_or_zero,True,True,price_turnover_rise,32.69,22.16,53.77,21.08,31.61,False,False,38.21,3.2,above_extended,3.97,2.42,2.48,positive,366.16,1.01,flat
2026-03-03,001278.SZ,,neutral,WATCH,WATCH,4.04,4.04,-5.39,-2.62,E,4.0,4.0,5.0,5.0,2.48,B2,trend_start,falling,6,修复,falling,False,False,rising,3,强势转分歧,False,True,rising:3|falling:6,-3.14,47.41,16.91,above_hold,1.72,False,False,8.45,20.0,10.65,4.26,2.54,bull_stack,0.25,0.19,0,64,1.72,1.9,16.52,1.72,4.19,-0.09,-0.12,green_or_zero,True,True,price_turnover_rise,54.23,57.11,48.46,-5.77,-8.65,False,False,24.79,3.36,above_extended,2.52,2.39,8.06,neutral,195.43,1.01,flat
2026-03-03,002952.SZ,,neutral,WATCH,WATCH,4.05,4.05,6.96,11.67,B,4.0,4.0,5.0,5.0,2.72,B2,trend_start,falling,2,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:2,-6.51,26.78,7.62,reclaim_volume,1.62,True,True,6.6,12.0,5.06,1.49,0.91,bull_stack,0.35,0.27,15,36,1.62,1.71,6.82,1.62,10.0,-0.11,-0.23,green_or_zero,True,True,price_turnover_rise,45.17,30.74,74.02,28.85,43.28,False,False,23.22,5.23,above_extended,6.01,4.64,6.28,positive,503.6,1.01,flat
2026-03-03,002957.SZ,,neutral,WATCH,WATCH,4.06,4.06,-10.33,-12.22,F,4.0,4.0,5.0,5.0,2.92,B2,trend_start,rising,4,背离,rising,False,False,rising,3,强势转分歧,False,False,rising:3|rising:4,-0.94,70.91,25.43,above_hold,1.88,False,False,19.08,35.01,13.38,4.38,3.63,bull_stack,0.12,0.11,7,46,1.88,1.6,12.53,1.88,10.0,0.08,-0.06,red_expanding,True,True,price_turnover_rise,57.39,54.02,64.14,6.75,10.13,False,False,28.8,9.97,above_extended,9.14,7.79,18.57,high_positive,1454.68,1.04,flat
2026-03-03,300967.SZ,,neutral,FAIL,FAIL,2.83,2.83,3.32,2.69,C,3.0,1.0,3.0,5.0,2.48,B2,rebound,falling,2,修复,falling,False,False,falling,2,背离,False,False,falling:2|falling:2,-17.68,12.49,-4.93,below_midline,1.96,False,False,-1.17,3.72,4.95,0.48,0.33,close_above_ma60,0.28,0.27,16,49,1.96,2.27,16.21,1.96,6.34,-0.18,-0.25,green_or_zero,True,True,price_turnover_rise,34.01,23.09,55.86,21.85,32.77,False,False,20.6,1.03,above,2.15,1.08,-1.25,neutral,706.63,1.01,flat
2026-03-03,301093.SZ,,neutral,WATCH,WATCH,3.87,3.87,8.67,10.06,B,4.0,4.0,3.0,5.0,2.16,B3,rebound,falling,8,修复,falling,False,False,rising,5,背离,False,True,rising:5|falling:8,-10.84,136.11,29.44,above_hold,1.05,False,False,0.26,26.11,25.78,3.5,4.32,bull_stack,0.28,0.07,10,89,1.05,1.03,2.89,1.05,-3.29,-1.22,-1.27,green_or_zero,False,False,mixed,29.3,28.35,31.19,1.89,2.83,False,True,80.29,-0.31,below_near,1.32,-1.3,-0.12,neutral,340.29,1.01,flat
2026-03-03,301613.SZ,,neutral,FAIL,FAIL,3.11,3.11,-0.47,-3.05,D,4.0,2.0,3.0,5.0,1.87,B2,rebound,idle,0,等待启动,neutral,False,False,idle,0,等待启动,False,False,idle:0|idle:0,-13.21,18.89,0.34,reclaim_volume,2.58,True,False,2.4,5.61,3.14,-0.76,0.91,bull_stack,0.41,0.31,18,64,2.58,3.24,7.07,2.58,7.69,-0.03,-0.24,green_or_zero,True,True,price_turnover_rise,49.51,47.32,53.88,4.37,6.56,False,False,51.6,3.69,above_extended,3.84,3.95,2.41,positive,16.56,1.23,rising
2026-03-03,301658.SZ,,neutral,WATCH,WATCH,4.06,4.06,-1.75,6.07,D,4.0,4.0,5.0,5.0,2.92,B2,trend_start,rising,2,背离,rising,False,False,idle,0,等待启动,False,False,idle:0|rising:2,-5.42,28.16,8.84,reclaim_volume,3.09,True,True,11.81,17.4,5.0,1.52,1.1,bull_stack,0.54,0.46,0,54,3.09,3.93,49.73,3.09,13.49,0.11,-0.14,red_expanding,True,True,price_turnover_rise,39.06,35.63,45.92,6.85,10.28,False,True,32.91,9.66,above_extended,9.81,9.86,11.56,high_positive,92.79,1.2,rising
2026-03-03,603095.SH,,neutral,WATCH,WATCH,4.04,4.04,-3.27,-6.32,D,4.0,4.0,5.0,5.0,2.44,B2,trend_start,falling,2,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:2,-1.32,59.25,21.85,above_hold,1.76,False,False,8.77,23.86,13.87,3.18,2.98,bull_stack,0.38,0.21,0,46,1.76,2.0,5.86,1.76,5.86,-0.07,-0.15,green_or_zero,True,True,price_turnover_rise,51.98,43.6,68.75,16.77,25.15,False,False,20.5,5.79,above_extended,5.72,5.02,8.26,positive,222.61,1.09,rising
2026-03-03,603836.SH,,neutral,WATCH,WATCH,4.19,4.19,-5.89,-7.77,E,5.0,4.0,5.0,5.0,2.92,B2,trend_start,rising,0,背离,rising,False,False,rising,4,背离,False,False,rising:4|rising:0,-6.93,16.25,3.38,reclaim_volume,2.6,True,True,5.72,7.88,2.04,1.01,0.18,bull_stack,0.5,0.36,71,37,2.6,3.24,6.0,2.6,5.53,0.04,-0.0,red_expanding,True,True,price_turnover_rise,67.97,67.37,69.16,1.2,1.8,False,False,14.83,4.19,above_extended,3.74,3.97,5.71,positive,126.9,1.07,rising
2026-03-04,000525.SZ,,weak,FAIL,FAIL,3.29,3.29,1.46,3.95,C,4.0,3.0,5.0,3.0,2.61,B2,trend_start,rising,1,背离,rising,False,True,idle,0,等待启动,False,False,idle:0|rising:1,-7.07,27.19,7.39,above_hold,1.19,False,False,10.45,15.87,4.91,2.96,1.18,bull_stack,0.42,0.36,10,37,1.19,1.12,8.18,1.19,9.98,0.03,0.01,red_expanding,True,True,price_turnover_rise,52.2,47.31,61.99,9.78,14.68,False,False,6.48,5.39,above_extended,3.3,4.83,10.31,positive,4140.86,1.01,flat
2026-03-04,000798.SZ,,weak,WATCH,WATCH,3.91,3.91,-10.98,-12.34,F,4.0,3.0,5.0,5.0,2.61,B2,trend_start,rising,1,背离,rising,False,True,rising,6,背离,False,False,rising:6|rising:1,-24.82,57.38,1.75,reclaim_volume,1.72,True,False,8.86,9.41,0.51,1.71,-1.35,bull_stack,0.3,0.3,64,89,1.72,1.68,17.9,1.72,5.49,0.04,0.01,red_expanding,True,True,price_turnover_rise,51.61,50.67,53.49,1.88,2.82,False,False,11.91,4.81,above_extended,3.75,4.39,8.56,positive,4763.94,1.01,flat
2026-03-04,000949.SZ,,weak,WATCH,WATCH,3.58,3.58,-4.83,6.07,D,4.0,4.0,4.0,3.0,2.53,B2,trend_start,falling,2,修复,falling,False,False,rising,1,背离,False,True,rising:1|falling:2,-8.58,76.83,20.53,above_hold,1.42,False,False,1.77,18.22,16.16,1.87,3.73,bull_stack,0.45,0.24,18,89,1.42,1.48,6.18,1.42,5.69,-0.04,-0.05,green_or_zero,True,True,price_turnover_rise,53.72,58.45,44.24,-9.48,-14.21,False,False,7.15,1.36,above,0.42,1.28,2.06,neutral,13196.52,1.01,flat
2026-03-04,001266.SZ,,weak,FAIL,FAIL,3.03,3.03,7.25,8.07,B,3.0,3.0,1.0,3.0,2.53,B2,rebound,falling,0,修复,falling,True,False,rising,2,背离,False,False,rising:2|falling:0,-13.77,24.68,1.95,reclaim_volume,1.38,True,False,-0.86,3.57,4.47,-0.12,0.21,close_above_ma60,0.63,0.35,37,47,1.38,1.4,11.31,1.38,6.13,-0.25,-0.27,green_or_zero,True,True,price_turnover_rise,35.52,38.76,29.04,-6.48,-9.72,False,False,34.18,-0.69,below_near,-1.31,-2.82,-0.88,neutral,142.07,1.0,flat
2026-03-04,001278.SZ,,weak,FAIL,FAIL,3.28,3.28,-8.77,-8.34,E,4.0,2.0,5.0,3.0,2.53,B3,rebound,falling,6,修复,falling,False,False,rising,3,强势转分歧,False,True,rising:3|falling:6,-3.92,49.65,17.03,above_hold,1.14,False,False,9.29,21.24,10.94,4.06,2.45,bull_stack,0.22,0.15,0,65,1.14,1.4,12.39,1.14,1.52,-0.05,-0.09,green_or_zero,True,False,price_up_turnover_not,58.65,57.62,60.69,2.05,3.07,False,False,25.01,3.99,above_extended,3.65,3.6,8.9,positive,201.69,1.04,flat
2026-03-04,001309.SZ,,weak,FAIL,FAIL,3.0,3.0,11.3,18.71,A,3.0,4.0,3.0,3.0,1.83,B2,rebound,idle,0,等待启动,neutral,False,False,falling,2,强势,False,False,falling:2|idle:0,-18.32,43.75,4.17,reclaim_volume,1.73,True,True,-1.59,5.29,6.99,-1.22,1.05,close_above_ma60,0.2,0.15,23,89,1.73,1.94,12.16,1.73,10.0,-0.9,-1.63,green_or_zero,True,True,price_turnover_rise,56.91,57.23,56.27,-0.64,-0.96,False,False,246.44,2.08,above,1.3,2.35,-1.12,neutral,639.13,1.01,flat
